20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
19.98,19.98105218,19.98158006,19.98203554,19.98244658,19.98285761,19.98326864,19.98367968,19.98409071,19.98460812,19.98512554,19.98564295,19.98616037,19.98667778,19.98746244,19.98824709,19.98903174,19.98981639,19.99060104,19.99164487,19.99277508,19.99399169,19.99529468,19.99668407,19.99837044,20.00021339,20.00221293,20.00436906,20.00668177,20.00948004,20.01254455,20.0158753,20.0194723,20.02333554,20.0279876,20.0330801,20.03861303,20.0445864,20.0510002,20.05848752,20.0667606,20.07587698,20.08589422,20.09686987,20.10930042,20.12304391,20.1381978,20.15485954,20.17312658,20.19353495,20.21626981
19.96,19.96203402,19.96309385,19.96400041,19.96481583,19.96563126,19.96644669,19.96726211,19.96807754,19.96910126,19.97012499,19.97114871,19.97217243,19.97319615,19.97474694,19.97629773,19.97784852,19.9793993,19.98095009,19.98301135,19.98524277,19.98764434,19.99021607,19.99295795,19.99628656,19.99992417,20.00387079,20.00812643,20.01269107,20.01821215,20.02425804,20.03082875,20.03792428,20.04554463,20.05471642,20.06475525,20.07566111,20.08743399,20.1000739,20.11481308,20.13109141,20.14902092,20.16871363,20.19028155,20.21469164,20.2416673,20.27139828,20.30407432,20.33988517,20.3798408,20.42429501
19.94,19.94295017,19.9445431,19.94589622,19.94710935,19.94832249,19.94953563,19.95074877,19.95196191,19.95348091,19.95499992,19.95651892,19.95803793,19.95955694,19.96185557,19.9641542,19.96645283,19.96875146,19.97105009,19.97410281,19.9774069,19.98096234,19.98476916,19.98882733,19.99375481,19.99913963,20.00498179,20.01128129,20.01803814,20.02620801,20.0351538,20.04487549,20.05537308,20.06664658,20.08020884,20.09505128,20.11117392,20.12857675,20.14725977,20.16902262,20.19304729,20.21949738,20.24853649,20.28032823,20.31628594,20.35600516,20.39976312,20.44783702,20.50050409,20.55919485,20.6244172
19.92,19.92380498,19.92592957,19.92772459,19.92932871,19.93093282,19.93253694,19.93414106,19.93574518,19.93774853,19.93975188,19.94175523,19.94375858,19.94576194,19.94879033,19.95181872,19.95484711,19.9578755,19.96090388,19.9649225,19.96927119,19.97394996,19.9789588,19.98429772,19.99078145,19.99786682,20.00555385,20.01384253,20.02273286,20.03347893,20.04524468,20.05803011,20.07183523,20.08666002,20.10448639,20.12399307,20.14518005,20.16804735,20.19259496,20.22116021,20.25268067,20.28736883,20.32543718,20.36709819,20.41418938,20.46618459,20.52344402,20.58632789,20.65519642,20.73185463,20.81695169
19.9,19.90460253,19.90725509,19.90948712,19.91147543,19.91346375,19.91545207,19.91744038,19.9194287,19.92190554,19.92438238,19.92685922,19.92933605,19.93181289,19.93555316,19.93929344,19.94303371,19.94677398,19.95051425,19.95547358,19.96083927,19.96661131,19.97278971,19.97937446,19.98737252,19.99611258,20.00559465,20.01581873,20.02678481,20.04003582,20.05454314,20.07030676,20.0873267,20.10560296,20.12756987,20.15160455,20.177707,20.2058772,20.23611517,20.27126803,20.31004164,20.35269481,20.39948639,20.4506752,20.50850223,20.57232533,20.64258352,20.71971582,20.80416128,20.89805963,21.00219006
19.88,19.8853466,19.88852149,19.89118538,19.89355106,19.89591675,19.89828243,19.90064812,19.9030138,19.90595334,19.90889288,19.91183243,19.91477197,19.91771151,19.92214598,19.92658046,19.93101493,19.93544941,19.93988388,19.94575913,19.95211464,19.9589504,19.96626642,19.97406271,19.98353388,19.99388352,20.00511163,20.01721822,20.03020327,20.04588925,20.06306119,20.08171908,20.10186293,20.12349274,20.14947932,20.17790881,20.2087812,20.24209648,20.27785467,20.31938652,20.36517805,20.41553206,20.47075135,20.53113871,20.5993193,20.6745403,20.75731563,20.8481592,20.94758495,21.058033,21.1804025
19.86,19.86604074,19.86973063,19.87282095,19.87555711,19.87829328,19.88102945,19.88376561,19.88650178,19.88989331,19.89328484,19.89667637,19.9000679,19.90345944,19.90857063,19.91368182,19.91879301,19.9239042,19.92901539,19.93578211,19.94310068,19.9509711,19.95939335,19.96836746,19.97927119,19.99118603,20.00411197,20.01804902,20.03299718,20.05104942,20.07081044,20.09228023,20.11545878,20.14034611,20.17023406,20.20292806,20.23842811,20.27673422,20.31784638,20.36555442,20.41813568,20.4759347,20.53929601,20.60856413,20.68673033,20.77293607,20.86776649,20.97180674,21.08564195,21.21198287,21.35183978
19.84,19.84668825,19.85088439,19.85439537,19.85749507,19.86059478,19.86369448,19.86679419,19.86989389,19.87372677,19.87755965,19.88139253,19.88522541,19.88905829,19.89482889,19.9005995,19.9063701,19.91214071,19.91791131,19.92554542,19.9338007,19.94267715,19.95217476,19.96229354,19.97458992,19.98802627,20.00260261,20.01831891,20.0351752,20.05552621,20.07780212,20.10200293,20.12812863,20.15617922,20.18985267,20.22668366,20.2666722,20.30981829,20.35612193,20.40980885,20.46895826,20.53395433,20.60518122,20.68302307,20.77082028,20.86761326,20.97405491,21.09079815,21.21849588,21.36010371,21.51673507
19.82,19.82729223,19.83198462,19.83591017,19.83936642,19.84282266,19.8462789,19.84973515,19.85319139,19.85745504,19.86171869,19.86598233,19.87024598,19.87450963,19.88092253,19.88733542,19.89374832,19.90016122,19.90657412,19.91505186,19.92421788,19.93407218,19.94461477,19.95584563,19.96949536,19.98441023,20.00059025,20.0180354,20.0367457,20.05932914,20.08404705,20.11089945,20.13988631,20.17100766,20.20835309,20.24919621,20.29353701,20.3413755,20.39271166,20.45218538,20.51768762,20.58964018,20.66846488,20.75458353,20.85166963,20.95866694,21.07629289,21.20526488,21.34630034,21.50257734,21.67530542
